Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk,Disease,Portion_Size_g,Meal_ID,Day_Type,Log_Index,Confidence_Level
White Wine (5 oz glass),Beverage,121,0.099205638,3.974420252,0.0,0.0,1.4401595,5.087626008,0.0,Dinner,0,,Healthy,Healthy,250,496,Weekday,6033,Medium
Vitello Tonnato (1 serving),Meal/Meat,380,33.43611761,2.922219074,24.6763872,0.485205049,1.011931382,615.514258,107.5261578,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,390,Weekday,5313,Medium
Parmigiano-Reggiano (1 tbsp),Dairy,22,1.910255723,0.195796714,1.562017876,0.0,0.0,96.33541465,4.033923946,Dinner,0,,Healthy,Healthy,150,497,Weekday,9405,Low
Espresso Martini (1 drink),Beverage,280,0.5,25.0,0.0,0.0,25.0,5.0,0.0,Snack,120,,Moderate,Diabetes,180,21,Weekday,603,Medium
Lentil Soup (1 cup Middle Eastern),Meal/Legume,200,9.614190254,29.49490244,4.91540434,10.17368365,3.850810884,692.6201009,0.0,Lunch,250,,Moderate,Hypertension,100,21,Weekday,1618,High
Gnocchi (1 cup),Meal/Pasta,210,4.535976132,42.94521031,1.477527815,3.042175213,1.929409883,457.5688165,0.0,Dinner,0,,Healthy,Hypertension,250,315,Weekday,8316,Low
Pulled Pork Sandwich,Meal/Meat,480,24.82519828,48.73016569,20.70944604,3.003094643,14.73125885,937.7429015,75.39784144,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",100,447,Weekend,1791,Low
Biscuits and Gravy (1 serving),Meal/Processed,480,10.08158071,46.97753063,26.83082115,1.920769863,3.119205544,1119.387093,35.98400994,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,292,Weekday,9719,Medium
Pretzels (1 oz),Grain/Processed,110,3.0,23.0,1.0,1.0,1.0,450.0,0.0,Snack,0,,Healthy,Hypertension,100,375,Weekend,114,High
Raspberries (1 cup),Fruit,64,1.5,14.7,0.8,8.0,5.4,1.0,0.0,Snack,0,,Healthy,Healthy,150,399,Weekday,328,Medium
Philly Cheesesteak (6 inch),Meal/Processed,500,25.0,40.0,28.0,3.0,5.0,1100.0,70.0,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,162,Weekday,325,High
Cheesy Grits (1 cup),Meal/Grain,210,5.830647147,35.64839092,6.268991464,2.011521029,0.977564044,550.4542519,19.56130585,Breakfast,0,,Healthy,Hypertension,100,108,Weekday,8836,Low
Jelly (1 tbsp grape),Condiment,50,0.0,13.40549986,0.0,0.096115044,11.75044365,5.186233357,0.0,Breakfast,0,,Healthy,Diabetes,150,371,Weekday,7516,Medium
Collard Greens (with ham hock),Vegetable,180,10.04900842,14.8419925,8.774874651,8.169255452,3.14279303,629.3734214,28.56691366,Dinner,0,,Moderate,Hypertension,200,340,Weekend,1357,Low
Beef Wellington (1 slice),Meal/Meat,600,30.0,35.0,38.0,4.0,4.0,850.0,100.0,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,427,Weekend,447,High
Manakeesh (Za'atar 1 small),Meal/Vegetarian,300,6.802556668,44.17233083,10.09504371,3.936278579,1.935777627,476.5241499,0.0,Breakfast,0,,Healthy,Hypertension,150,289,Weekday,4759,Low
Celery Sticks (1 cup),Vegetable,14,0.596458922,2.873897124,0.194160702,1.352008041,1.20503432,75.86266532,0.0,Snack,0,,Healthy,Healthy,180,115,Weekend,7281,High
Coconut Flakes (1 tbsp topping),Fruit,35,0.3100701,1.45109394,3.391664037,0.733441593,0.487537202,1.023776594,0.0,Breakfast,0,,Healthy,Healthy,150,77,Weekday,1650,High
Tiramisu (1 slice),Dessert,450,6.696150448,43.32628517,28.79814493,1.956291447,26.22452431,150.9757239,177.7484805,Snack,250,,Unhealthy,"Diabetes, Obesity, Heart Disease",150,262,Weekend,986,High
Vitello Tonnato (1 serving),Meal/Meat,380,33.8037381,3.088889902,24.16482825,0.481189348,1.048076098,609.6493614,104.6730845,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,459,Weekday,6192,Medium
Turkey Bacon (2 slices),Protein/Meat,70,5.983811915,0.988484567,5.187562988,0.0,0.485703137,363.6676872,29.12825324,Breakfast,0,,Healthy,Healthy,100,119,Weekend,1688,High
Vegetable Broth (1 cup),Beverage,15,0.982983611,3.070155815,0.0,1.042791455,1.903708768,555.848915,0.0,Dinner,240,,Healthy,Hypertension,100,280,Weekend,9827,Medium
Grilled Cheese Sandwich,Meal/Processed,390,14.71076187,30.59822139,22.32643938,2.908366772,4.136091165,773.7263297,62.50784734,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,315,Weekday,9873,Medium
Bobotie (1 serving),Meal/Meat,450,24.80325336,30.80889581,25.94909427,4.758059173,15.74345658,667.0493212,150.0429024,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",200,239,Weekday,5332,Low
Watermelon (1 cup diced),Fruit,46,0.873075756,11.68064953,0.193790077,0.610963479,9.228238821,1.920126352,0.0,Snack,0,,Healthy,Healthy,250,382,Weekday,3568,Low
Ice Cream (1/2 cup vanilla),Dairy/Dessert,145,2.605034552,16.69848231,7.780930789,0.486794223,16.51658691,53.68732333,29.74702061,Snack,0,,Moderate,Diabetes,200,180,Weekend,9609,Low
Pear,Fruit,101,0.629513769,27.12468712,0.193791289,5.711805985,15.59962466,2.089751389,0.0,Snack,0,,Moderate,Diabetes,100,271,Weekday,2632,Medium
Flan (1 slice),Dessert,220,6.283534085,33.36565587,7.273899403,0.0,32.73687838,80.14489485,93.86433889,Snack,0,,Unhealthy,Diabetes,100,129,Weekend,4316,Medium
Salsa (2 tbsp),Condiment,10,0.493034848,2.041156936,0.0,0.482242344,1.049156535,118.6469356,0.0,Lunch,0,,Healthy,Healthy,100,492,Weekend,9200,Low
Saltimbocca (1 serving),Meal/Meat,380,39.89284889,4.944416264,20.92427007,0.50714216,0.967223336,890.0373499,115.2009751,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,342,Weekend,8394,Low
Chicken Salad Sandwich,Meal/Processed,420,20.20944654,36.06988563,20.264301,2.942955029,4.794448666,852.8375075,61.97724729,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,142,Weekday,9060,High
Aji Amarillo Paste (1 tsp),Condiment,5,0.100151832,1.042709586,0.0,0.480203865,0.502201528,48.62178082,0.0,Dinner,0,,Healthy,Healthy,100,194,Weekday,1905,Medium
Tzatziki Sauce (2 tbsp),Condiment/Dairy,30,1.498807941,1.904548917,1.977070536,0.0,1.493059199,100.3982865,5.002733756,Dinner,0,,Healthy,Healthy,200,93,Weekday,2335,Medium
Bobotie (1 serving),Meal/Meat,450,25.151653,29.09456167,25.50855985,4.998277642,15.64539464,666.5621515,151.341614,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",250,425,Weekend,6873,High
French Bread (2 slices),Grain,180,6.275400808,34.58587369,1.045287321,1.928231407,2.040598624,397.9403549,0.0,Dinner,0,,Healthy,Healthy,100,231,Weekday,6405,Low
Macaroni Salad (1 cup),Meal/Pasta,380,7.650361825,29.57586272,25.06489553,3.024348671,6.190474508,748.3644479,19.83178073,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,249,Weekend,6277,High
Pancakes (2 medium),Grain,180,5.117978811,29.70146154,5.181225133,0.967278944,6.220738421,440.1890352,25.0180021,Breakfast,0,,Healthy,Hypertension,100,8,Weekend,5080,Medium
Ramen (Instant 1 pack),Meal/Processed,380,8.669042503,54.52620905,14.69110001,1.96612459,2.070329245,1544.643016,0.0,Lunch,500,,Unhealthy,Hypertension,150,173,Weekday,1021,Low
Espresso (1 oz in drink),Beverage,3,0.288220849,0.0,0.102544825,0.0,0.0,1.047177196,0.0,Snack,0,,Healthy,Healthy,150,479,Weekend,4567,High
Cream Cheese (2 tbsp),Dairy,100,2.08732445,1.946164195,9.588183133,0.0,0.952663446,92.51210745,29.06517481,Breakfast,0,,Healthy,Healthy,200,165,Weekday,2571,High
Bagel (plain),Grain,270,11.25407742,56.66340948,1.516515893,1.968784123,5.215345711,451.2200909,0.0,Breakfast,250,,Healthy,Hypertension,150,33,Weekday,4510,Medium
Chicken Alfredo (1.5 cups),Meal/Pasta,680,35.48008385,42.84738484,37.97650967,3.96134727,4.843014154,988.5066613,124.3774551,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",180,301,Weekend,3442,Medium
Cumin (1 tsp),Condiment,8,0.311140131,1.495536153,0.476584297,0.39380806,0.096400793,3.009067596,0.0,Lunch,0,,Healthy,Healthy,200,488,Weekday,3637,Low
Club Sandwich,Meal/Processed,580,35.69049371,38.53404961,29.63634716,5.12373298,6.822673918,1246.554061,90.65253038,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,397,Weekday,3930,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,34.95474808,31.12592772,20.98444538,2.985674304,2.056741462,679.4764504,101.4800911,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,430,Weekday,6083,Medium
Pork Floss (1 tbsp),Protein/Meat,50,3.824374748,3.094180899,2.091252783,0.0,2.468300476,152.4635269,9.760586795,Breakfast,0,,Healthy,Healthy,180,314,Weekend,2776,Medium
Carrot (1/4 minced in sauce),Vegetable,10,0.194500134,2.481007176,0.098302339,0.711829044,1.182934734,17.09310261,0.0,Dinner,0,,Healthy,Healthy,180,351,Weekday,3968,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.67438285,48.48739211,16.48480583,5.155170842,20.47461771,443.7992924,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",200,164,Weekday,8359,Medium
Tofu Scramble,Meal/Vegetarian,250,19.98302778,8.240683085,16.29077434,3.986814617,3.054250205,292.278263,0.0,Breakfast,250,,Moderate,Healthy,100,395,Weekday,2303,Medium
Tuna Melt,Meal/Processed,450,26.0134343,33.03499926,25.74206507,3.124606129,4.195776333,938.719478,47.72299234,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",250,500,Weekday,8826,Medium
Soda (1 can Coke),Beverage,140,0.0,37.46277955,0.0,0.0,39.2137895,44.13227212,0.0,Snack,355,,Unhealthy,Diabetes,180,106,Weekday,3609,High
Jelly (1 tbsp grape),Condiment,50,0.0,13.06712132,0.0,0.101815715,12.57594186,4.932456099,0.0,Breakfast,0,,Healthy,Diabetes,150,272,Weekday,7141,Low
Burger (cheeseburger),Meal/Processed,550,29.63771341,40.19999068,30.13062782,3.075225073,6.653239794,1148.001454,86.16609769,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,463,Weekday,4623,Low
Saltimbocca (1 serving),Meal/Meat,380,38.0,5.0,22.0,0.5,1.0,850.0,120.0,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,492,Weekday,562,Low
Ham & Cheese Croissant,Meal/Processed,400,15.41753184,35.62441106,22.09374663,2.079038644,6.235791724,764.3632794,61.66617214,Breakfast,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,146,Weekday,5605,Low
Caesar Salad (with chicken),Meal/Protein,470,30.83982578,15.62035945,30.13096915,3.060443874,3.126005929,930.6950071,77.69432425,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,26,Weekend,7893,Low
Salami (3 slices),Protein/Processed,110,6.126735316,0.962274272,9.313433093,0.0,0.520025602,500.0139143,30.6856263,Lunch,0,,Healthy,Hypertension,150,478,Weekend,4444,Low
Chicken Salad Sandwich,Meal/Processed,420,19.38604643,35.21866568,19.95746577,2.925998977,4.870451331,880.3161434,62.16762187,Lunch,250,,Moderate,"Hypertension, Obesity",250,126,Weekend,2682,High
Blueberries (1/2 cup),Fruit,42,0.502329536,10.63253781,0.209231735,1.733121123,6.944736145,1.03167043,0.0,Breakfast,0,,Healthy,Healthy,250,103,Weekend,2754,Low
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.56763136,50.39057982,17.24266153,5.200724982,19.52470618,461.4150923,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,208,Weekend,2998,Medium
Biscuits and Gravy (1 serving),Meal/Processed,480,10.08158071,46.97753063,26.83082115,1.920769863,3.119205544,1119.387093,35.98400994,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,292,Weekday,9719,Medium
Sauerkraut (1/4 cup side),Vegetable,7,0.300164158,1.497633713,0.0,1.039478599,0.624805758,240.441458,0.0,Lunch,0,,Healthy,Healthy,180,155,Weekday,8545,High
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.7705392,51.66924646,17.02590534,5.004506965,20.09624212,434.1927322,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",250,475,Weekday,4161,Medium
Pecans (1 oz),Nut,196,2.649241733,3.714886617,20.28235406,2.670384241,1.148800551,0.0,0.0,Snack,0,,Moderate,Heart Disease,180,473,Weekday,3774,Medium
Ribollita (1.5 cups soup),Meal/Soup,350,14.36294497,55.01394893,7.773188291,13.78010469,10.46699615,940.3265252,5.142725616,Dinner,500,,Moderate,"Diabetes, Hypertension",200,263,Weekday,4950,Low
Cheesy Grits (1 cup),Meal/Grain,210,5.984770495,34.31154137,5.964476781,2.030647849,1.045194413,526.1505468,20.57302176,Breakfast,0,,Healthy,Hypertension,180,469,Weekend,3755,Medium
Pulled Pork Sandwich,Meal/Meat,480,24.63662524,48.10472998,20.97773065,2.868429087,15.44674585,904.3801523,77.77414403,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",150,342,Weekday,2651,High
Kombucha (16 oz),Beverage,60,0.0,14.42653849,0.0,0.0,11.44516975,20.93427994,0.0,Snack,473,,Healthy,Diabetes,100,43,Weekend,1476,Medium
French Fries (medium),Vegetable/Processed,340,4.194575306,45.47728504,16.73789486,3.899115911,0.297351573,219.2230168,0.0,Dinner,0,,Moderate,Healthy,200,18,Weekend,7849,High
Grilled Cheese Sandwich,Meal/Processed,390,14.30293643,32.41801541,21.1308437,2.868807236,4.055919152,804.2619937,59.14997766,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,477,Weekend,2856,Low
Mint (1 tbsp in tabouli),Condiment,1,0.095963096,0.103968778,0.0,0.096473919,0.0,0.0,0.0,Lunch,0,,Healthy,Healthy,100,414,Weekend,6898,Medium
Hummus (2 tbsp),Legume,70,1.952145386,3.846115421,5.075507762,2.008640617,0.0,124.374786,0.0,Snack,0,,Healthy,Healthy,200,136,Weekday,2992,Medium
Pulled Pork Sandwich,Meal/Meat,480,25.80013782,47.77086184,19.79919296,2.970038059,14.6236575,881.4952311,77.33312444,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,49,Weekday,6342,Medium
Red Cabbage (1 cup raw),Vegetable,22,1.05708224,5.354214185,0.100877356,1.533774181,2.68823845,7.91843714,0.0,Dinner,0,,Healthy,Healthy,100,287,Weekend,1766,Medium
Egg Noodles (1 cup cooked),Grain,220,8.093491244,39.71740022,3.11048706,1.953887746,2.06517583,20.52868853,50.72502867,Dinner,0,,Healthy,Healthy,250,323,Weekday,2498,Medium
Caesar Salad (with chicken),Meal/Protein,470,29.99789082,15.48980169,29.896606,2.916239261,2.985895238,893.0149163,77.06552147,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,134,Weekend,7591,Low
Macaroni & Cheese (1 cup),Meal/Pasta,350,9.511906436,41.56442653,17.4558095,2.069157121,4.86299457,722.2985216,39.40578012,Lunch,250,,Moderate,Hypertension,200,357,Weekday,3798,Medium
Powdered Sugar (1 tsp),Condiment,10,0.0,2.613157919,0.0,0.0,2.47074188,0.0,0.0,Breakfast,0,,Healthy,Healthy,150,68,Weekend,2854,Medium
Gummy Bears (10 pcs),Snack/Dessert,100,1.903993969,21.38588903,0.0,0.0,15.50881359,9.65133259,0.0,Snack,0,,Moderate,Diabetes,250,239,Weekend,1149,Medium
Soy Sauce (1 tbsp for dipping),Condiment,9,0.990342019,0.958455582,0.0,0.098010354,0.397794384,890.3843349,0.0,Lunch,0,,Moderate,Hypertension,150,311,Weekday,2990,Low
Chocolate Milk (1 cup),Beverage/Dairy,200,8.266760265,25.97524592,8.126866141,1.047920678,25.00165661,164.7400566,29.82443225,Snack,0,,Unhealthy,Diabetes,200,300,Weekend,2567,Medium
Tomato Soup (1 can),Meal/Vegetable,170,4.134820422,25.17184422,6.051621715,3.818362962,14.89116972,865.3061346,10.04436528,Lunch,0,,Moderate,"Diabetes, Hypertension",200,305,Weekday,8981,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,5.000273303,54.42810819,16.65075647,1.907892549,29.46444059,345.7655827,51.93090638,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,128,Weekend,5681,High
Spaghetti Bolognese,Meal/Pasta,460,20.0,55.0,18.0,6.0,10.0,700.0,50.0,Dinner,250,,Moderate,"Hypertension, Obesity",100,469,Weekday,16,High
Burger (cheeseburger),Meal/Processed,550,30.12282691,39.86583769,28.72892327,3.052144985,6.943221251,1065.761584,94.05236271,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,341,Weekend,3048,High
Mixed Nuts (1/4 cup),Nut,200,6.195485759,7.920889018,18.32227465,3.076699087,1.925374598,1.020871774,0.0,Snack,0,,Moderate,Healthy,200,289,Weekend,9558,Low
Lassi (Mango 1 cup),Beverage,180,4.970083888,30.40112013,4.069982959,0.974539171,28.09380893,62.93949697,15.27099646,Snack,240,,Unhealthy,Diabetes,150,325,Weekday,6636,Low
Biryani (Chicken 1.5 cups),Meal/Meat,520,28.96816937,62.53486231,17.91296394,4.855693802,5.766907553,875.4563884,78.14541861,Dinner,0,,Moderate,"Hypertension, Obesity",180,347,Weekday,1708,Medium
Chocolate Croissant,Dessert,350,6.299553871,41.20312023,18.35344581,3.12826575,14.6098767,310.157527,40.72668594,Breakfast,250,,Moderate,Diabetes,250,33,Weekend,9513,High
Mocha Latte (16oz),Beverage,360,12.28624613,49.08086812,15.51574206,2.087216672,43.75277805,154.0496404,44.53069889,Snack,473,,Unhealthy,"Diabetes, Obesity",150,148,Weekday,6991,High
Beef Burrito (large),Meal/Processed,650,28.91023547,72.39518381,28.41140555,9.834626009,4.951463028,1466.022069,69.26062439,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,187,Weekday,6251,High
Vitello Tonnato (1 serving),Meal/Meat,380,36.5671713,2.891961017,24.8630869,0.511074186,1.017687235,587.3502387,107.6944703,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,349,Weekday,1172,Low
Cereal (Frosted Flakes 1 cup),Grain/Processed,130,2.052116587,31.45628524,0.0,1.004462408,11.19477347,197.2107438,0.0,Breakfast,0,,Healthy,Diabetes,150,39,Weekend,4132,High
Pickle (1 spear dill),Vegetable,5,0.194146426,1.038183798,0.102622652,0.295266225,0.478184026,302.4688345,0.0,Lunch,0,,Healthy,Healthy,250,191,Weekday,8591,High
Muffin (Blueberry 1 large),Grain/Dessert,380,4.819528717,53.23431443,16.734168,1.989814714,31.05792048,336.3268515,50.54140166,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,134,Weekday,9260,Medium
Asparagus (1 cup steamed),Vegetable,40,4.222025318,7.647276282,0.419504344,3.558837954,3.422616945,3.82626596,0.0,Dinner,0,,Healthy,Healthy,150,418,Weekday,3097,Medium
Chicken & Rice Soup (1 can),Meal/Processed,130,6.75020555,17.52963072,3.072489678,2.069043824,2.061065354,842.2971955,14.68962842,Lunch,250,,Moderate,Hypertension,200,56,Weekday,7640,Low
Orange Juice (1 cup),Beverage,112,1.751697233,25.4295451,0.507293304,0.698507586,21.25213374,1.998787706,0.0,Breakfast,240,,Moderate,Diabetes,180,353,Weekend,2724,Medium
Tiramisu (1 slice),Dessert,450,7.25504925,41.46949015,27.41021928,2.084672622,24.99532804,145.2526584,176.013072,Snack,250,,Moderate,"Diabetes, Obesity, Heart Disease",100,459,Weekday,9414,Low
Olives (Kalamata 5 large),Fruit,35,0.193598203,0.95870104,3.593917688,0.523495344,0.0,203.7567608,0.0,Lunch,0,,Healthy,Healthy,100,357,Weekend,6467,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.7917887,14.32213486,29.27334732,2.856622276,3.118268667,899.6564335,71.42715934,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",200,458,Weekday,8320,High
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,4.965890301,5.986863732,13.73583648,2.083844476,1.940155095,346.9982147,30.87892016,Snack,0,,Healthy,Healthy,180,205,Weekend,4985,Low
Sour Cream (2 tbsp),Condiment/Dairy,60,0.779295916,1.249035982,6.01979441,0.0,0.80178317,25.02244859,12.17709186,Dinner,0,,Healthy,Healthy,150,364,Weekday,7878,High
Cacio e Pepe (1.5 cups),Meal/Pasta,500,17.6927184,67.83088577,19.88239051,3.874002257,2.975548502,695.5900266,52.08813816,Dinner,0,,Moderate,"Hypertension, Obesity",180,276,Weekday,3191,Medium
Mixed Nuts (1/4 cup),Nut,200,6.081922115,7.92429603,17.97793543,3.148862037,1.989781368,0.967619415,0.0,Snack,0,,Moderate,Healthy,100,400,Weekend,2948,Medium
Philly Cheesesteak (6 inch),Meal/Processed,500,25.91289139,39.72845265,26.63709086,2.90577919,4.926313332,1135.217051,71.89877145,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,378,Weekday,8258,Medium
Jicama (1 cup sticks),Vegetable,46,0.905519244,10.08423049,0.104928437,5.522829763,2.013220393,4.959143105,0.0,Snack,0,,Healthy,Healthy,180,344,Weekday,6225,High
T-Bone Steak (6oz),Protein/Meat,460,38.6150273,0.0,31.46064045,0.0,0.0,114.242228,101.3123504,Dinner,0,,Unhealthy,"Obesity, Heart Disease",200,354,Weekday,8641,Low
Feta Cheese (1 oz),Dairy,75,3.906036223,1.227398242,6.051815301,0.0,0.669180262,309.1182443,25.711674,Lunch,0,,Healthy,Healthy,150,60,Weekday,4226,High
Candied Fruit (1 tbsp),Fruit,30,0.0,8.088821553,0.0,0.510477674,8.342999607,4.877735478,0.0,Snack,0,,Healthy,Healthy,250,162,Weekend,5190,Medium
Potato Salad (1/2 cup),Meal/Vegetable,180,1.935459706,19.57139966,10.88198291,2.047857146,3.05168763,476.6679783,9.971451794,Lunch,0,,Healthy,Hypertension,100,409,Weekday,4112,High
Flan (1 slice),Dessert,220,6.0,35.0,7.0,0.0,33.0,80.0,90.0,Snack,0,,Unhealthy,Diabetes,250,65,Weekend,505,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.58763887,15.3758616,29.16820334,2.996429098,2.888387578,909.2434263,78.32288871,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",150,19,Weekend,8460,Low
Mozzarella (1 oz melted),Dairy,80,5.810384132,0.95024719,5.842674586,0.0,0.498512833,147.7416801,19.16079921,Dinner,0,,Healthy,Healthy,250,473,Weekday,6399,Medium
Beef Wellington (1 slice),Meal/Meat,600,28.83151143,35.08470773,38.07369847,3.98927888,3.827264485,868.9116851,101.8300113,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,238,Weekday,2760,Low
Pulled Pork Sandwich,Meal/Meat,480,23.86172656,45.94385503,19.60341379,2.853246576,14.82186522,915.387189,72.43928234,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",250,158,Weekday,3891,High
Chicken Milanesa (1 serving),Meal/Meat,450,34.95474808,31.12592772,20.98444538,2.985674304,2.056741462,679.4764504,101.4800911,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,430,Weekday,6083,Medium
Pulled Pork Sandwich,Meal/Meat,480,25.0,48.0,20.0,3.0,15.0,900.0,75.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,310,Weekend,209,Medium
